id,status,rawText,description,message,settledAt,createdAt,transactionType,currencyCode,value,valueInBaseUnits,cardNumberSuffix,parentCategory,category,cardPurchaseMethod
25cd190c-2d6f-4195-939e-b1ab2d3aee82,SETTLED,Unihealth                 Adel,University Health Practice,,2024-11-14T15:49:25+11:00,2024-11-14T15:49:25+11:00,Purchase,AUD,-196.45,-19645,4520,personal,health-and-medical,
dac0e504-062f-4c87-acf2-7637ef0e9c67,SETTLED,Medicare Benefit,Medicare,,2024-11-14T15:48:25+11:00,2024-11-14T15:48:25+11:00,Refund,AUD,82.90,8290,4520,personal,health-and-medical,
9f16bc18-8b6d-48eb-8c59-c439242874ca,SETTLED,Unihealth                 Adel,University Health Practice,,2024-11-14T15:48:16+11:00,2024-11-14T15:48:16+11:00,Purchase,AUD,-175.89,-17589,4520,personal,health-and-medical,
d0102e6d-0dbb-4e9d-b0fc-c350a8ae9a71,SETTLED,,Transfer from Savings,,2024-11-14T15:45:11+11:00,2024-11-14T15:45:11+11:00,Transfer,AUD,300.00,30000,,,,
7325bcfe-2d4d-406a-ae73-82282960e28d,SETTLED,,Transfer to Spending,,2024-11-14T15:45:11+11:00,2024-11-14T15:45:11+11:00,Transfer,AUD,-300.00,-30000,,,,
066db285-04bd-476a-ab8d-98e0548c06a5,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-11-17T06:32:06+11:00,2024-11-14T10:35:32+11:00,Purchase,AUD,-16.50,-1650,5160,home,groceries,
ec1f7419-7879-4157-b433-1f362741d0f3,SETTLED,,Joe Widdrington,Rent,2024-11-14T10:30:46+11:00,2024-11-14T10:30:46+11:00,Payment,AUD,-323.00,-32300,,home,rent-and-mortgage,
0503a3b0-be4f-44e6-bb92-920429966828,SETTLED,"SQ *MITICO COFFEE, Adelaide",Mitico Coffee,,2024-11-15T04:07:27+11:00,2024-11-14T08:53:34+11:00,Purchase,AUD,-5.10,-510,5160,good-life,restaurants-and-cafes,
0b3bb27a-45d9-4365-aa7a-db0e120aa45b,SETTLED,,Transfer from Savings,,2024-11-13T12:35:55+11:00,2024-11-13T12:35:55+11:00,Transfer,AUD,200.00,20000,,,,
a53761b4-9045-4894-8322-38218a93c948,SETTLED,,Transfer to Spending,,2024-11-13T12:35:55+11:00,2024-11-13T12:35:55+11:00,Transfer,AUD,-200.00,-20000,,,,
222d96da-4dfc-4127-a29c-42973f4958a4,SETTLED,,Transfer from Savings,,2024-11-13T12:35:50+11:00,2024-11-13T12:35:50+11:00,Transfer,AUD,200.00,20000,,,,
82d7daf8-9f9f-466e-a079-d5510b91c776,SETTLED,,Transfer to Spending,,2024-11-13T12:35:50+11:00,2024-11-13T12:35:50+11:00,Transfer,AUD,-200.00,-20000,,,,
51389e5e-9722-4954-895c-a9f3df76ed62,SETTLED,,Joe Widdrington,Hello Fresh,2024-11-13T12:31:02+11:00,2024-11-13T12:31:02+11:00,Payment,AUD,-69.33,-6933,,home,groceries,
a0edca23-4530-459d-9d3b-20073390804a,SETTLED,"SP COTOPAXI.COM.AU, SYDNEY",Cotopaxi,,2024-11-14T04:02:07+11:00,2024-11-12T21:55:57+11:00,Purchase,AUD,-127.98,-12798,5160,good-life,holidays-and-travel,
9aaaae37-a7af-4d3c-9537-b2ec14d17265,SETTLED,"SQ *FKA, Adelaide",Dawn Patrol Coffee,,2024-11-12T01:16:19+11:00,2024-11-11T09:21:11+11:00,Purchase,AUD,-7.00,-700,5160,good-life,restaurants-and-cafes,
00ae628d-2b5b-41ee-86c7-685c867aec91,SETTLED,"SoundCloud Monthly Go, Berlin",Soundcloud,,2024-11-12T01:16:19+11:00,2024-11-10T23:12:03+11:00,International Purchase,AUD,-13.99,-1399,4520,good-life,tv-and-music,
848fc2b9-0052-45d1-afc9-132d10bc9119,SETTLED,"COLES 0448COLES 0448,ST PETERS",Coles,,2024-11-11T01:34:41+11:00,2024-11-10T14:52:15+11:00,Purchase,AUD,-12.97,-1297,5160,home,groceries,
f84344aa-1264-499a-9371-d589de6938cc,SETTLED,"BUNNINGS 353000, KENT TOWN",Bunnings Warehouse,,2024-11-12T01:16:19+11:00,2024-11-10T13:28:34+11:00,Purchase,AUD,-84.00,-8400,5160,personal,gifts-and-charity,
12037e6f-e8da-4b58-bb07-e6876bac65c6,SETTLED,"FIX COFFEE TRUST, COLLEGE PARK",FIX. Specialty Coffee,,2024-11-13T02:57:11+11:00,2024-11-10T11:47:23+11:00,Purchase,AUD,-7.00,-700,5160,good-life,restaurants-and-cafes,
c555c8f7-8875-41e4-806d-f575b1921a9c,SETTLED,"AMAZON MARKETPLAC,SYDNEY SOUTH",Amazon,,2024-11-11T01:34:40+11:00,2024-11-09T21:16:38+11:00,Purchase,AUD,-20.84,-2084,5160,home,home-maintenance-and-improvements,
a3fbdbb4-1fd9-4836-b33b-80060886df45,SETTLED,"CHARLIE BOYS COFFEE, STIRLING",Charlie Boy’s Stirling,,2024-11-12T04:17:52+11:00,2024-11-09T16:44:04+11:00,Purchase,AUD,-10.00,-1000,5160,good-life,restaurants-and-cafes,
57e38a67-f80a-4089-bb41-4b735feeeee7,SETTLED,"QANTAS, NSW",Qantas,,2024-11-10T05:21:18+11:00,2024-11-08T21:05:34+11:00,Purchase,AUD,-50.00,-5000,5160,home,home-maintenance-and-improvements,
8815fc2a-95ce-4863-ac25-83338829718d,SETTLED,,Bonus Payment,,2024-11-08T19:25:29+11:00,2024-11-08T19:25:29+11:00,Bonus Payment,AUD,3.00,300,,,,
43c47f25-a1e5-45be-a2ab-10cc6894a4d1,SETTLED,Regenco Pty Ltd,Regenco Pty Ltd,Expense Claims,2024-11-08T18:57:26+11:00,2024-11-08T18:57:26+11:00,Direct Credit,AUD,130.35,13035,,,,
58d73c9e-b559-48a9-96e6-1332036fde8f,SETTLED,"299 RUNDLE STREET PT, ADELAIDE",The Stag Public House,,2024-11-13T02:57:12+11:00,2024-11-08T17:30:31+11:00,Purchase,AUD,-21.21,-2121,5160,good-life,pubs-and-bars,
6c312c40-f665-41e9-9cc7-abf8810fbad0,SETTLED,"299 RUNDLE STREET PT, ADELAIDE",The Stag Public House,,2024-11-13T02:57:12+11:00,2024-11-08T17:06:25+11:00,Purchase,AUD,-7.07,-707,5160,good-life,pubs-and-bars,
53e31783-a831-4cbe-9645-89ab262b0cd9,SETTLED,"TERRY WHITE CHMRT RND,ADELAIDE",TerryWhite Chemmart,,2024-11-13T02:57:11+11:00,2024-11-08T12:42:35+11:00,Purchase,AUD,-2.00,-200,5160,personal,health-and-medical,
b5b5e362-0b08-47f3-8d33-b5848a13b47e,SETTLED,"BEYOND INDIA XPRESS P,ADELAIDE",Beyond India,,2024-11-11T01:34:40+11:00,2024-11-08T12:40:37+11:00,Purchase,AUD,-13.03,-1303,5160,good-life,restaurants-and-cafes,
ebdf1600-88a6-43db-98a5-3880d353e7ed,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-11-09T06:28:19+11:00,2024-11-08T12:38:05+11:00,Purchase,AUD,-39.23,-3923,5160,home,groceries,
2e3a39e5-fab7-4087-a239-52b10a668fc6,SETTLED,,Joe Widdrington,Electricity,2024-11-07T15:14:02+11:00,2024-11-07T15:14:02+11:00,Payment,AUD,-58.23,-5823,,home,utilities,
90338a23-1ad5-413a-b8e2-8ebbe98f7aea,SETTLED,,Transfer from Savings,,2024-11-07T10:46:04+11:00,2024-11-07T10:46:04+11:00,Transfer,AUD,200.00,20000,,,,
cbd845bb-c230-460a-9652-2d132877fb28,SETTLED,,Transfer to Spending,,2024-11-07T10:46:03+11:00,2024-11-07T10:46:03+11:00,Transfer,AUD,-200.00,-20000,,,,
b4c346a1-23f2-4c3b-9f2e-b10810d6937d,SETTLED,,Joe Widdrington,Internet,2024-11-07T10:30:15+11:00,2024-11-07T10:30:15+11:00,Payment,AUD,-23.00,-2300,,home,internet,
ec80cc38-90a3-4c33-b393-0c8227395026,SETTLED,,Transfer from Spending,,2024-11-06T22:02:38+11:00,2024-11-06T22:02:38+11:00,Transfer,AUD,2972.46,297246,,,,
4b0841c8-5b1a-4b7a-a8c9-05772a332965,SETTLED,,Transfer to Savings,,2024-11-06T22:02:36+11:00,2024-11-06T22:02:36+11:00,Transfer,AUD,-2972.46,-297246,,,,
01ca25d8-0ad7-4ec1-9df4-cc027c32f97a,SETTLED,REGENCO PTY LT,RegenCo,RegenCo Wages,2024-11-06T22:02:33+11:00,2024-11-06T22:02:33+11:00,Direct Credit,AUD,2972.46,297246,,,,
370f5737-5935-4d8c-b402-c04135e54262,SETTLED,"INDEPENDENT 13221,TORRENSVILLE",Adelaide Independent Taxis,,2024-11-07T01:45:52+11:00,2024-11-06T18:45:40+11:00,Purchase,AUD,-41.67,-4167,5160,transport,taxis-and-share-cars,
38207496-2906-435e-b1b1-e582508b59f3,SETTLED,"ZLR*Crate, Alice Springs",Alice Springs Airport,,2024-11-07T01:45:52+11:00,2024-11-06T13:38:35+11:00,Purchase,AUD,-16.65,-1665,5160,transport,parking,
f71eb252-ccdb-4ef0-a201-2f8826b279c6,SETTLED,,Joe Widdrington,Hello Fresh,2024-11-06T12:30:47+11:00,2024-11-06T12:30:47+11:00,Payment,AUD,-69.33,-6933,,home,groceries,
3dfb859e-b2ff-46c6-9e1e-bcbef2a008f1,SETTLED,"SQ *THE BEAN TRE,Alice Springs",The Bean Tree Cafe,,2024-11-07T01:45:52+11:00,2024-11-06T10:16:35+11:00,Purchase,AUD,-24.89,-2489,5160,good-life,restaurants-and-cafes,
220ed3a8-e898-48e4-b3ec-740bd09acd7c,SETTLED,Regenco Pty Ltd,Regenco Pty Ltd,Expense Claims,2024-11-04T19:16:00+11:00,2024-11-04T19:16:00+11:00,Direct Credit,AUD,353.14,35314,,personal,technology,
90dc1917-93c6-4679-9a69-7657ba48c3bc,SETTLED,,Transfer from Savings,,2024-11-04T13:43:23+11:00,2024-11-04T13:43:23+11:00,Transfer,AUD,200.00,20000,,,,
e59777c5-e3c2-4a4d-a3ba-0b94756b31eb,SETTLED,,Transfer to Spending,,2024-11-04T13:43:23+11:00,2024-11-04T13:43:23+11:00,Transfer,AUD,-200.00,-20000,,,,
251dbeba-1cc0-4331-a9c8-9439500d62be,SETTLED,"ERLDUNDA DESERT OAKS, ERLDUNDA",Erldunda Roadhouse,,2024-11-06T04:19:06+11:00,2024-11-04T13:43:02+11:00,Purchase,AUD,-14.95,-1495,5160,transport,fuel,
43172634-82a3-4fc2-bed9-79b5c4ffce0b,SETTLED,"PAGE 27 CAFE, ALICE SPRINGS",Page 27 Cafe,,2024-11-06T04:19:06+11:00,2024-11-04T11:39:06+11:00,Purchase,AUD,-6.60,-660,5160,good-life,restaurants-and-cafes,
b3a0a781-9703-4481-ab46-566ea4ac0521,SETTLED,"DELAWARE NORTH R,ADELAIDE AIRP",Delaware North,,2024-11-07T01:45:51+11:00,2024-11-04T06:52:52+11:00,Purchase,AUD,-19.00,-1900,5160,good-life,takeaway,
e35a534a-cd05-46ed-995b-665419b9e746,SETTLED,UBER* TRIP\,Uber,,2024-11-04T06:33:37+11:00,2024-11-04T06:33:37+11:00,Purchase,AUD,-32.19,-3219,5160,transport,taxis-and-share-cars,
fc5a871c-5d67-4432-b4c8-72e87387f0e1,SETTLED,UBER* TRIP\,Uber,,2024-11-04T02:21:20+11:00,2024-11-04T02:21:20+11:00,Refund,AUD,32.19,3219,5160,transport,taxis-and-share-cars,
948a983c-c8e2-4015-87f9-0f8a5321573c,SETTLED,,Joe Widdrington,Binge,2024-11-03T22:04:16+11:00,2024-11-03T22:04:16+11:00,Payment,AUD,-6.00,-600,,good-life,tv-and-music,
15b8a50f-c2b2-4381-89d6-4feb7a0ca117,SETTLED,UBER* TRIP\,Uber,,2024-11-03T14:20:07+11:00,2024-11-03T14:20:07+11:00,Purchase,AUD,-32.19,-3219,5160,transport,taxis-and-share-cars,
82b3221f-9103-4dcc-97be-662cbd89b63a,SETTLED,"COLES 0401COLES 0401, FIRLE",Coles,,2024-11-04T02:21:20+11:00,2024-11-03T12:51:06+11:00,Purchase,AUD,-2.00,-200,5160,home,groceries,
29e78c9b-494d-48b8-af99-cf11a12f6475,SETTLED,"FIX COFFEE TRUST, COLLEGE PARK",FIX. Specialty Coffee,,2024-11-06T04:19:06+11:00,2024-11-03T10:38:04+11:00,Purchase,AUD,-6.50,-650,5160,good-life,restaurants-and-cafes,
5eaef84d-295c-459e-8bf4-9b5e903f37d2,SETTLED,"ALKINA WINE, UNLEY",Alkina Wine Estate,,2024-11-05T03:40:46+11:00,2024-11-02T17:34:32+11:00,Purchase,AUD,-6.50,-650,5160,good-life,restaurants-and-cafes,
c9393244-6d20-4606-9004-7da6d20604f1,SETTLED,"PAYPAL *STEAM GAME1,4259855734",Steam,,2024-11-05T03:40:46+11:00,2024-11-01T22:13:52+11:00,International Purchase,AUD,-10.73,-1073,5160,good-life,games-and-software,
78ac5767-80f7-4999-b5b5-6ea78f4bcfca,SETTLED,"MAY'S DUMPLINGS, Adelaide",May's Dumplings,,2024-11-03T06:49:06+11:00,2024-11-01T20:08:06+11:00,Purchase,AUD,-10.11,-1011,5160,good-life,restaurants-and-cafes,
29e0335b-040e-417d-9026-036ef4d94abb,SETTLED,,Joe Widdrington,Dinner,2024-11-01T18:55:14+11:00,2024-11-01T18:55:14+11:00,Payment,AUD,-41.44,-4144,,,,
3df17cd8-1303-4bc3-979e-104087033d09,SETTLED,,Interest,,2024-11-01T18:55:14+11:00,2024-11-01T18:55:14+11:00,Interest,AUD,465.86,46586,,,,
fad1ee85-c3b8-4dca-b269-fbc6b2ad78e5,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-11-02T08:25:18+11:00,2024-11-01T10:14:10+11:00,Purchase,AUD,-11.20,-1120,5160,home,groceries,
7e0f5acb-f345-47a1-9824-cf5df1cf02c4,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-11-01T10:14:09+11:00,2024-10-31T13:35:03+11:00,Purchase,AUD,-7.50,-750,5160,home,groceries,
647363ce-a58c-4a7a-a3b6-0c6b506a8253,SETTLED,,Joe Widdrington,Rent,2024-10-31T10:31:10+11:00,2024-10-31T10:31:10+11:00,Payment,AUD,-323.00,-32300,,home,rent-and-mortgage,
744b9bc0-6de3-4c04-aa8d-8f88ebcac4ff,SETTLED,"OFFICEWORKS 0512OFFIC,ADELAIDE",Officeworks,,2024-11-01T10:14:09+11:00,2024-10-31T09:35:17+11:00,Purchase,AUD,-13.20,-1320,5160,personal,news-magazines-and-books,
ddb4c235-5227-4455-ae8f-fbe78788b96a,SETTLED,"OFFICEWORKS 0512OFFIC,ADELAIDE",Officeworks,,2024-11-01T10:14:09+11:00,2024-10-31T09:16:51+11:00,Purchase,AUD,-3.30,-330,5160,personal,news-magazines-and-books,
1331bcd1-458e-4af0-a8e5-270d0236f5e8,SETTLED,"OFFICEWORKS 0512 Gawl,Adelaide",Officeworks,,2024-11-01T10:14:10+11:00,2024-10-31T09:12:10+11:00,Purchase,AUD,-2.94,-294,5160,personal,news-magazines-and-books,
f2768d22-9574-4ac5-8f5e-a25c45e9cf0d,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-11-01T10:14:10+11:00,2024-10-30T14:25:01+11:00,Purchase,AUD,-6.55,-655,5160,home,groceries,
234e042f-6b75-4af9-9794-39a5f1e2a1d2,SETTLED,,Joe Widdrington,Hello Fresh,2024-10-30T12:30:59+11:00,2024-10-30T12:30:59+11:00,Payment,AUD,-69.33,-6933,,home,groceries,
805241cf-5b15-4de1-bb6a-159305acc413,SETTLED,,Transfer from Savings,,2024-10-29T14:03:04+11:00,2024-10-29T14:03:04+11:00,Transfer,AUD,100.00,10000,,,,
aa18b9f3-9fde-4130-8692-630fb3d5d5f4,SETTLED,"OFFICEWORKS, Bentleigh Eas",Officeworks,,2024-10-30T02:18:48+11:00,2024-10-29T14:03:04+11:00,Purchase,AUD,-229.00,-22900,5160,personal,technology,
ec501770-053c-4c09-b1f7-fb7191ff5548,SETTLED,,Transfer to Spending,,2024-10-29T14:03:02+11:00,2024-10-29T14:03:02+11:00,Transfer,AUD,-100.00,-10000,,,,
29ffedbf-082c-4bcc-9bda-b812fe4ba10a,SETTLED,,Transfer from Savings,,2024-10-29T14:00:46+11:00,2024-10-29T14:00:46+11:00,Transfer,AUD,300.00,30000,,,,
7ba77c0f-c995-4cc0-8c1f-c2891d46306d,SETTLED,,Transfer to Spending,,2024-10-29T14:00:45+11:00,2024-10-29T14:00:45+11:00,Transfer,AUD,-300.00,-30000,,,,
deec56d1-ddc6-4d3a-b588-0581732f100e,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-10-31T03:27:46+11:00,2024-10-29T09:15:32+11:00,Purchase,AUD,-40.50,-4050,5160,home,groceries,
b9bb59b5-03ff-49c2-8375-89746e13ab4a,SETTLED,"COLES 0448COLES 0448,ST PETERS",Coles,,2024-10-29T02:18:35+11:00,2024-10-28T18:46:46+11:00,Purchase,AUD,-20.30,-2030,5160,home,groceries,
18fb67da-dce6-4e0d-b10e-e18369569a98,SETTLED,"TERRY WHITE CHMRT RND,ADELAIDE",TerryWhite Chemmart,,2024-10-31T03:27:46+11:00,2024-10-28T13:07:14+11:00,Purchase,AUD,-20.17,-2017,5160,personal,health-and-medical,
71235724-9633-4a85-9b7a-d9bab47cc7a3,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-10-29T02:18:35+11:00,2024-10-28T13:05:33+11:00,Purchase,AUD,-17.10,-1710,5160,home,groceries,
c76a8407-dd72-4770-9d2e-c3f7393b91aa,SETTLED,"St. Rundle, Adelaide",Kafi:n,,2024-10-28T06:54:28+11:00,2024-10-27T16:04:33+11:00,Purchase,AUD,-8.59,-859,5160,good-life,restaurants-and-cafes,
101ef8ce-cd4f-4891-a5eb-ce642f09b7c5,SETTLED,"SOUTH AUSTRALIAN MUS, ADELAIDE",South Australian Museum,,2024-10-29T02:18:35+11:00,2024-10-27T15:38:15+11:00,Purchase,AUD,-34.95,-3495,5160,personal,gifts-and-charity,
7d035ed0-f3df-4110-9854-9bdf275a2360,SETTLED,"SOUTH AUSTRALIAN MUS, ADELAIDE",South Australian Museum,,2024-10-29T02:18:35+11:00,2024-10-27T15:02:44+11:00,Purchase,AUD,-11.00,-1100,5160,personal,gifts-and-charity,
a3af9368-82e6-42a9-ba9c-681ceb6d5123,SETTLED,"FIX COFFEE TRUST, COLLEGE PARK",FIX. Specialty Coffee,,2024-10-30T02:18:47+11:00,2024-10-27T11:24:33+11:00,Purchase,AUD,-7.00,-700,5160,good-life,restaurants-and-cafes,
a3af9368-82e6-42a9-ba9c-681ceb6d5123,HELD,FIX COFFEE TRUST       COLLEGE,FIX. Specialty Coffee,,,2024-10-27T11:24:33+11:00,,AUD,-7.0,-700,5160.0,good-life,restaurants-and-cafes,
6c123f39-7996-484b-b84b-47b123f1bba4,SETTLED,"SQ *EVERGREEN DELI, Adelaide",Evergreen Deli,,2024-10-27T03:19:33+11:00,2024-10-26T21:44:41+11:00,Purchase,AUD,-15.28,-1528,5160.0,good-life,restaurants-and-cafes,
6c123f39-7996-484b-b84b-47b123f1bba4,SETTLED,"SQ *EVERGREEN DELI, Adelaide",Evergreen Deli,,2024-10-27T03:19:33+11:00,2024-10-26T21:44:41+11:00,Purchase,AUD,-15.28,-1528,5160,good-life,restaurants-and-cafes,
e65d3eef-44b7-44aa-a384-9ed38ebab40b,SETTLED,,Joe Widdrington,Shops,2024-10-26T14:53:50+11:00,2024-10-26T14:53:50+11:00,Payment,AUD,-25.0,-2500,,,,
e65d3eef-44b7-44aa-a384-9ed38ebab40b,SETTLED,,Joe Widdrington,Shops,2024-10-26T14:53:50+11:00,2024-10-26T14:53:50+11:00,Payment,AUD,-25.00,-2500,,,,
828ea556-8ce2-40c6-8b15-600e46c81608,HELD,FIX COFFEE TRUST       COLLEGE,FIX. Specialty Coffee,,,2024-10-26T11:03:04+11:00,,AUD,-6.5,-650,5160.0,good-life,restaurants-and-cafes,
828ea556-8ce2-40c6-8b15-600e46c81608,SETTLED,"FIX COFFEE TRUST, COLLEGE PARK",FIX. Specialty Coffee,,2024-10-30T02:18:47+11:00,2024-10-26T11:03:04+11:00,Purchase,AUD,-6.50,-650,5160,good-life,restaurants-and-cafes,
ffd96c25-c4c5-4aba-957d-6bd350fa3ffe,SETTLED,,Joe Widdrington,Wine,2024-10-25T19:29:03+11:00,2024-10-25T19:29:03+11:00,Payment,AUD,-4.8,-480,,good-life,booze,
ffd96c25-c4c5-4aba-957d-6bd350fa3ffe,SETTLED,,Joe Widdrington,Wine,2024-10-25T19:29:03+11:00,2024-10-25T19:29:03+11:00,Payment,AUD,-4.80,-480,,good-life,booze,
7f6adb94-60bb-418e-9759-9dab515db4f6,SETTLED,,Joe Widdrington,Korean,2024-10-25T19:26:17+11:00,2024-10-25T19:26:17+11:00,Payment,AUD,-28.00,-2800,,good-life,takeaway,
7f6adb94-60bb-418e-9759-9dab515db4f6,SETTLED,,Joe Widdrington,Korean,2024-10-25T19:26:17+11:00,2024-10-25T19:26:17+11:00,Payment,AUD,-28.0,-2800,,good-life,takeaway,
9e402578-fc9f-41d5-bd75-4e47c571f52d,HELD,299 RUNDLE STREET PT   ADELAID,The Stag Public House,,,2024-10-25T17:53:15+11:00,,AUD,-6.06,-606,5160.0,good-life,pubs-and-bars,
9e402578-fc9f-41d5-bd75-4e47c571f52d,SETTLED,"299 RUNDLE STREET PT, ADELAIDE",The Stag Public House,,2024-10-30T02:18:47+11:00,2024-10-25T17:53:15+11:00,Purchase,AUD,-6.06,-606,5160,good-life,pubs-and-bars,
